2015-08-11 19:40:36.387,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0765923,13.0117755,308.50443937803664,16.0,0.0,0,-369,Freifunk Dresden [1010],32:b5:c2:ed:86:14,-63,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:36.420,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0765923,13.0117755,308.50443937803664,16.0,0.0,0,-369,Freifunk Dresden [1131],ea:94:f6:87:ab:aa,-78,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:39.435,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,307.63640085394337,16.0,0.0,0,-1538,Freifunk Dresden [1010],32:b5:c2:ed:86:14,-66,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:39.440,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,307.63640085394337,16.0,0.0,0,-1538,Freifunk Dresden [1131],ea:94:f6:87:ab:aa,-81,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:42.450,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,302.6926359408401,16.0,0.0,0,-542,Freifunk Dresden [1010],32:b5:c2:ed:86:14,-70,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:42.457,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,302.6926359408401,16.0,0.0,0,-542,Freifunk Dresden [1131],ea:94:f6:87:ab:aa,-82,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:45.491,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,296.277272710021,16.0,0.0,0,-587,Freifunk Dresden [1010],32:b5:c2:ed:86:14,-66,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:45.506,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,296.277272710021,16.0,0.0,0,-587,Freifunk Dresden [1131],ea:94:f6:87:ab:aa,-75,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:48.517,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,290.4523007151495,12.0,0.0,0,-616,Freifunk Dresden [1010],32:b5:c2:ed:86:14,-66,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:48.522,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,290.4523007151495,12.0,0.0,0,-616,Freifunk Dresden [1131],ea:94:f6:87:ab:aa,-79,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:51.525,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,293.9917038100539,12.0,0.0,0,-648,Freifunk Dresden [1010],32:b5:c2:ed:86:14,-64,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:51.528,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,293.9917038100539,12.0,0.0,0,-648,Freifunk Dresden [1131],ea:94:f6:87:ab:aa,-84,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:54.514,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,299.35026405398946,12.0,0.0,0,-639,Freifunk Dresden [1010],32:b5:c2:ed:86:14,-68,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:54.517,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,299.35026405398946,12.0,0.0,0,-639,Freifunk Dresden [1131],ea:94:f6:87:ab:aa,-87,13,'(.*)(F|f)reifunk(.*)'
2015-08-11 19:40:57.511,1,GT-P3110,f7f3aa53-a1c4-44d2-91e0-24c2fc0eec1b,51.0764121,13.0119008,302.3065998080514,12.0,0.0,0,-1598,Freifunk Dresden [1010],32:b5:c2:ed:86:14,-68,13,'(.*)(F|f)reifunk(.*)'
